type,juri,role,situation,sop,filename
EXTORT,RM,dispatcher,,"['Assign a member', 'Assign a Field Supervisor']",RM - EXTORT - Extortion.docx
EXTORT,SC,call taker,,"['Advise the caller to avoid any interactions or agreements with the suspect', 'Include all details of contact prior to police involvement', 'Create a call', 'Including the time and location where the event will occur', 'Questions:', 'What is the nature of the extortion?', 'Any weapons?', 'Any injuries?', 'Obtain:', 'All suspect information including name, DOB, description', 'Last known location of suspect', 'All victim information', 'Ascertain if there is gang affiliation']",SC - EXTORT - Extortion.docx
EXTORT,SC,dispatcher,,"['Assign a member', 'Assign a Field Supervisor']",SC - EXTORT - Extortion.docx
EXTORT,SQ,call taker,,"['Advise the caller to avoid any interactions or agreements with the suspect', 'Include all details of contact prior to police involvement', 'Create a call', 'Including the time and location where the event will occur', 'Questions:', 'What is the nature of the extortion?', 'Any weapons?', 'Any injuries?', 'Obtain:', 'All suspect information including name, DOB, description', 'Last known location of suspect', 'All victim information', 'Ascertain if there is gang affiliation']",SQ - EXTORT - Extortion.docx
EXTORT,SQ,dispatcher,,"['Assign a member', 'Assign a Field Supervisor']",SQ - EXTORT - Extortion.docx
EXTORT,SX,call taker,,"['Advise the caller to avoid any interactions or agreements with the suspect', 'Include all details of contact prior to police involvement', 'Create a call', 'Including the time and location where the event will occur', 'Questions:', 'What is the nature of the extortion?', 'Any weapons?', 'Any injuries?', 'Obtain:', 'All suspect information including name, DOB, description', 'Last known location of suspect', 'All victim information', 'Ascertain if there is gang affiliation']",SX - EXTORT - Extortion.docx
EXTORT,SX,dispatcher,,"['Assign a member', 'Assign a Field Supervisor']",SX - EXTORT - Extortion.docx
EXTORT,UN,call taker,,"['Advise the caller to avoid any interactions or agreements with the suspect', 'Include all details of contact prior to police involvement', 'Create a call', 'Including the time and location where the event will occur', 'Questions:', 'What is the nature of the extortion?', 'Any weapons?', 'Any injuries?', 'Obtain:', 'All suspect information including name, DOB, description', 'Last known location of suspect', 'All victim information', 'Ascertain if there is gang affiliation']",UN - EXTORT - Extortion.docx
EXTORT,UN,dispatcher,,"['Assign a member', 'Assign a Field Supervisor']",UN - EXTORT - Extortion.docx
EXTORT,VA,call taker,,"['Advise the caller to avoid any interactions or agreements with the suspect', 'Include all details of contact prior to police involvement', 'Create a call', 'Including the time and location where the event will occur', 'Questions:', 'What is the nature of the extortion?', 'Any weapons?', 'Any injuries?', 'Obtain:', 'All suspect information including name, DOB, description', 'Last known location of suspect', 'All victim information', 'Ascertain if there is gang affiliation']",VA - EXTORT - Extortion.docx
EXTORT,VA,dispatcher,,"['Assign a member', 'Assign a Field Supervisor']",VA - EXTORT - Extortion.docx
EXTORT,WP,call taker,,"['Advise the caller to avoid any interactions or agreements with the suspect', 'Include all details of contact prior to police involvement', 'Create a call', 'Including the time and location where the event will occur', 'Questions:', 'What is the nature of the extortion?', 'Any weapons?', 'Any injuries?', 'Obtain:', 'All suspect information including name, DOB, description', 'Last known location of suspect', 'All victim information', 'Ascertain if there is gang affiliation']",WP - EXTORT - Extortion.docx
EXTORT,WP,dispatcher,,"['Assign a member', 'Assign a Field Supervisor']",WP - EXTORT - Extortion.docx
EXTORT,WV,call taker,,"['Advise the caller to avoid any interactions or agreements with the suspect', 'Include all details of contact prior to police involvement', 'Create a call', 'Including the time and location where the event will occur', 'Questions:', 'What is the nature of the extortion?', 'Any weapons?', 'Any injuries?', 'Obtain:', 'All suspect information including name, DOB, description', 'Last known location of suspect', 'All victim information', 'Ascertain if there is gang affiliation']",WV - EXTORT - Extortion.docx
EXTORT,WV,dispatcher,,"['Assign a member', 'Assign a Field Supervisor']",WV - EXTORT - Extortion.docx
BNEI,AB,call taker,,"['Create a call.', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",AB - BNEI - Break and enter in progress.docx
BNEI,AB,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",AB - BNEI - Break and enter in progress.docx
BNEI,AB,dispatcher,,"['Warble for a confirmed disturbed BNEI', 'Assign a member.', 'Advise a Road NCO.', 'Assign cover units for containment.', 'Notify support sections (Dog handler, FIS, Victim Services) upon member’s requests and / or with Road NCO approval']",AB - BNEI - Break and enter in progress.docx
BNEI,AB,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",AB - BNEI - Break and enter in progress.docx
BNEI,BI,call taker,,"['Create a call.', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",BI - BNEI - Break and enter in progress.docx
BNEI,BI,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",BI - BNEI - Break and enter in progress.docx
BNEI,BI,dispatcher,,"['Broadcast the file', 'Request attending members to respond verbally and provide current locations.', 'Set up containment in the area.', 'Notify surrounding police agencies and description of the suspect and involved vehicles.', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",BI - BNEI - Break and enter in progress.docx
BNEI,BI,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",BI - BNEI - Break and enter in progress.docx
BNEI,BU,call taker,,"['Create a call.', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",BU - BNEI - Break and enter in progress.docx
BNEI,BU,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",BU - BNEI - Break and enter in progress.docx
BNEI,BU,dispatcher,,"['Warble the call if appropriate', 'Broadcast the file.', 'Request attending members to respond verbally and provide current locations.', 'Set up containment in the area.', 'Notify surrounding police agencies and description of the suspect and involved vehicles.', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",BU - BNEI - Break and enter in progress.docx
BNEI,BU,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call', '']",BU - BNEI - Break and enter in progress.docx
BNEI,DE,call taker,,"['Create a call.', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",DE - BNEI - Break and enter in progress.docx
BNEI,DE,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",DE - BNEI - Break and enter in progress.docx
BNEI,DE,dispatcher,,"['Warble for a confirmed disturbed BNEI', 'Assign a member.', 'Advise a field supervisor.', 'Assign cover units for containment.', 'Notify support sections (Dog handler, FIU, Victim Services) upon member’s requests and / or with field supervisor approval']",DE - BNEI - Break and enter in progress.docx
BNEI,DE,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",DE - BNEI - Break and enter in progress.docx
BNEI,NW,call taker,,"['Create a call.', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",NW - BNEI - Break and enter in progress.docx
BNEI,NW,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",NW - BNEI - Break and enter in progress.docx
BNEI,NW,dispatcher,,"['Warble for a confirmed disturbed BNEI', 'Assign a member.', 'Advise a field supervisor.', 'Assign cover units for containment.', 'Notify support sections (Dog handler, FIU, Victim Services) upon member’s requests and / or with field supervisor approval']",NW - BNEI - Break and enter in progress.docx
BNEI,NW,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",NW - BNEI - Break and enter in progress.docx
BNEI,PO,call taker,,"['Create a call.', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",PO - BNEI - Break and enter in progress.docx
BNEI,PO,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",PO - BNEI - Break and enter in progress.docx
BNEI,PO,dispatcher,,"['Warble for a confirmed disturbed BNEI', 'Assign a member', 'Advise a field supervisor', 'Assign cover units for containment', 'Notify support sections (Dog handler, FIU, Victim Services) upon member’s requests and / or with field supervisor approval']",PO - BNEI - Break and enter in progress.docx
BNEI,PO,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",PO - BNEI - Break and enter in progress.docx
BNEI,RI,call taker,,"['Create a call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",RI - BNEI - Break and enter in progress.docx
BNEI,RI,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",RI - BNEI - Break and enter in progress.docx
BNEI,RI,dispatcher,,"['Broadcast the file', 'Request attending members to respond verbally and provide current locations.', 'Set up containment in the area', 'Notify surrounding police agencies and description of the suspect and involved vehicles', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",RI - BNEI - Break and enter in progress.docx
BNEI,RI,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",RI - BNEI - Break and enter in progress.docx
BNEI,RM,call taker,,"['Create a call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",RM - BNEI - Break and enter in progress.docx
BNEI,RM,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",RM - BNEI - Break and enter in progress.docx
BNEI,RM,dispatcher,,"['Warble the call if appropriate', 'Broadcast the file', 'Request attending members to respond verbally and provide current locations.', 'Set up containment in the area', 'Notify surrounding police agencies and description of the suspect and involved vehicles.', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",RM - BNEI - Break and enter in progress.docx
BNEI,RM,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",RM - BNEI - Break and enter in progress.docx
BNEI,SC,call taker,,"['Create a call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",SC - BNEI - Break and enter in progress.docx
BNEI,SC,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",SC - BNEI - Break and enter in progress.docx
BNEI,SC,dispatcher,,"['Warble the call if appropriate', 'Broadcast the file', 'Request attending members to respond verbally and provide current locations.', 'Set up containment in the area', 'Notify surrounding police agencies and description of the suspect and involved vehicles', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",SC - BNEI - Break and enter in progress.docx
BNEI,SC,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",SC - BNEI - Break and enter in progress.docx
BNEI,SQ,call taker,,"['Create a call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",SQ - BNEI - Break and enter in progress.docx
BNEI,SQ,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",SQ - BNEI - Break and enter in progress.docx
BNEI,SQ,dispatcher,,"['Warble the call if appropriate', 'Broadcast the file', 'Request attending members to respond verbally and provide current locations.', 'Set up containment in the area', 'Notify surrounding police agencies and description of the suspect and involved vehicles', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",SQ - BNEI - Break and enter in progress.docx
BNEI,SQ,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",SQ - BNEI - Break and enter in progress.docx
BNEI,SX,call taker,,"['Create a call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",SX - BNEI - Break and enter in progress.docx
BNEI,SX,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",SX - BNEI - Break and enter in progress.docx
BNEI,SX,dispatcher,,"['Warble the call if appropriate', 'Broadcast the file', 'Request attending members to respond verbally and provide current locations', 'Set up containment in the area', 'Notify surrounding police agencies and description of the suspect and involved vehicles', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",SX - BNEI - Break and enter in progress.docx
BNEI,SX,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",SX - BNEI - Break and enter in progress.docx
BNEI,UN,call taker,,"['Create a call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",UN - BNEI - Break and enter in progress.docx
BNEI,UN,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",UN - BNEI - Break and enter in progress.docx
BNEI,UN,dispatcher,,"['Warble the call if appropriate', 'Broadcast the file', 'Request attending members to respond verbally and provide current locations.', 'Set up containment in the area', 'Notify surrounding police agencies and description of the suspect and involved vehicles', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",UN - BNEI - Break and enter in progress.docx
BNEI,UN,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",UN - BNEI - Break and enter in progress.docx
BNEI,VA,call taker,,"['Create a call', 'CD the call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",VA - BNEI - Break and enter in progress.docx
BNEI,VA,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",VA - BNEI - Break and enter in progress.docx
BNEI,VA,central dispatcher,,"['Warble the call if required', 'Broadcast in priority format']",VA - BNEI - Break and enter in progress.docx
BNEI,VA,dispatcher,,"['Broadcast the file', 'Assign a member', 'Advise a field supervisor', 'Set up containment in the area', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval', 'Notify surrounding police agencies and description of the suspect and involved vehicles']",VA - BNEI - Break and enter in progress.docx
BNEI,VA,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",VA - BNEI - Break and enter in progress.docx
BNEI,WP,call taker,,"['Create a call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",WP - BNEI - Break and enter in progress.docx
BNEI,WP,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",WP - BNEI - Break and enter in progress.docx
BNEI,WP,dispatcher,,"['Warble the call if appropriate', 'Broadcast the file', 'Request attending members to respond verbally and provide current locations', 'Set up containment in the area', 'Notify surrounding police agencies and description of the suspect and involved vehicles', 'Notify support sections (GIS, FIS, PDS, Victim Services) upon the request of members and (when applicable) with field supervisor approval']",WP - BNEI - Break and enter in progress.docx
BNEI,WP,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",WP - BNEI - Break and enter in progress.docx
BNEI,WV,call taker,,"['Create a call', 'Questions:', 'Was the suspect seen? Is the suspect still inside?', 'Estimate the time delay. Is it in progress?', 'If entry was gained, what is the point of entry and exit?', 'Did the suspect leave? In what direction? In a vehicle or on foot?', 'Suspect Description?', 'Any tools or weapons left at the scene?', 'Did the suspect obtain any property?']",WV - BNEI - Break and enter in progress.docx
BNEI,WV,call taker,Live Video Alarm from Alarm Monitoring Company,"['Maintain contact with alarm company until police arrive on scene, or advised otherwise by a dispatcher', 'If advised by a dispatcher to disconnect the call', 'Request a callback from alarm company for any additional activations or updates']",WV - BNEI - Break and enter in progress.docx
BNEI,WV,dispatcher,,"['Warble for a confirmed disturbed BNEI', 'Assign a member', 'Advise a field supervisor', 'Assign cover units for containment', 'Notify support sections (Dog handler, FIU, Victim Services) upon member’s requests and / or with field supervisor approval']",WV - BNEI - Break and enter in progress.docx
BNEI,WV,dispatcher,Live Video Alarm from Alarm Monitoring Company,"['If no longer receiving active updates or further triggers', 'Liaise with field supervisor to determine the need to maintain contact with alarm company', 'When directed by field supervisor, advise the call taker to release the call']",WV - BNEI - Break and enter in progress.docx
DOMRPT,AB,call taker,,"['Create a call in every instance where the offence occurred in Abbotsford', 'Questions:', 'What is the time delay?', 'Short time delay refer to AB - DOMI – Domestic in progress event SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",AB - DOMRPT - Domestic report.docx
DOMRPT,AB,dispatcher,,['Assign a member'],AB - DOMRPT - Domestic report.docx
DOMRPT,BI,call taker,,"['Create a call in every instance where the offence occurred on Bowen Island', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",BI - DOMRPT - Domestic report.docx
DOMRPT,BI,dispatcher,,['Assign a member'],BI - DOMRPT - Domestic report.docx
DOMRPT,BU,call taker,,"['Create a call in every instance. This call will never be cancelled.', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",BU - DOMRPT - Domestic report.docx
DOMRPT,BU,dispatcher,,['Assign a member'],BU - DOMRPT - Domestic report.docx
DOMRPT,DE,call taker,,"['Create a call in every instance where the offence occurred in Delta', 'Questions:', 'What is the time delay?', 'Short time delay refer to DE - DOMI – Domestic in progress event SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",DE - DOMRPT - Domestic report.docx
DOMRPT,DE,dispatcher,,['Assign a member'],DE - DOMRPT - Domestic report.docx
DOMRPT,NW,call taker,,"['Create a call in every instance. This call will never be cancelled.', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",NW - DOMRPT - Domestic report.docx
DOMRPT,NW,dispatcher,,['Assign a member'],NW - DOMRPT - Domestic report.docx
DOMRPT,PO,call taker,,"['Create a call in every instance where the offence occurred in Port Moody', 'Questions:', 'What is the time delay?', 'Short time delay refer to PO - DOMI – Domestic in progress event SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC / BCPORS / PRIME/ CFRO (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",PO - DOMRPT - Domestic report.docx
DOMRPT,PO,dispatcher,,['Assign a member'],PO - DOMRPT - Domestic report.docx
DOMRPT,RI,call taker,,"['Create a call in every instance where the offence occurred in Richmond', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",RI - DOMRPT - Domestic report.docx
DOMRPT,RI,dispatcher,,['Assign a member'],RI - DOMRPT - Domestic report.docx
DOMRPT,RM,call taker,,"['Create a call in every instance where the offence occurred in Ridge Meadows', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",RM - DOMRPT - Domestic report.docx
DOMRPT,RM,dispatcher,,['Assign a member'],RM - DOMRPT - Domestic report.docx
DOMRPT,SC,call taker,,"['Create a call in every instance where the offence occurred on the Sunshine Coast', 'Questions:', 'What is the time delay?', 'Short time delay refer to SC - DOMI – Domestic in progress event SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",SC - DOMRPT - Domestic report.docx
DOMRPT,SC,dispatcher,,['Assign a member'],SC - DOMRPT - Domestic report.docx
DOMRPT,SQ,call taker,,"['Create a call in every instance where the offence occurred in Squamish', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",SQ - DOMRPT - Domestic report.docx
DOMRPT,SQ,dispatcher,,['Assign a member'],SQ - DOMRPT - Domestic report.docx
DOMRPT,SX,call taker,,"['Create a call in every instance where the offence occurred in Stl’Atl’Imx', 'Questions:', 'What is the time delay?', 'Short time delay refer to DOMI – Domestic in progress SOP', 'Were there any weapons involved?', 'Was anyone injured?', 'Who was involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Are there any children in the residence?', 'If yes:', 'How many children are home?', 'How old are the children?', 'Are drugs and alcohol involved?', 'Is there any past history?']",SX - DOMRPT - Domestic report.docx
DOMRPT,SX,dispatcher,,['Assign a member'],SX - DOMRPT - Domestic report.docx
