type,juri,role,sop,filename,topic_id
SHOPL,WV,call taker,"['Adult or juvenile - Trouble holding ', 'Create a call', 'Upgrade to priority 1 ', 'Questions', 'Where is the suspect being held?', 'Run suspect on CPIC and PRIME', 'Attach positive responses and make a note in the call', 'Juvenile – No trouble holding', 'Create a call', 'Questions', 'Where is the suspect being held?', 'Run suspect on CPIC and PRIME', 'Attach positive responses and make a note in the call', 'No Photo ID – No trouble holding', 'Create a call', 'Questions', 'Where is the suspect being held?', 'Run suspect on CPIC and PRIME', 'Attach positive responses and make a note in the call', 'Make note of no photo ID in the call', 'Adult – No trouble holding and LPO pressing charges', 'Create a call', 'Questions', 'Where is the suspect being held?', 'Run suspect on CPIC and PRIME', 'Attach positive responses and make a note in the call', 'Adult – No trouble holding and LPO not pressing charges', 'Run suspect on CPIC and PRIME to confirm that they are not a person of interest to police', 'If suspect has an enforceable CPIC entry or special interest to police:', 'Create a call', 'Questions', 'Where is the suspect being held?', 'Advise the business / LPO that a member will be attending', 'If suspect does not have an enforceable CPIC entry including those with extensive theft histories in PRIME:', 'Create a call', 'Questions', 'Where is the suspect being held?']",WV - SHOPL - Shoplifter.docx,0
SHOPL,AB,dispatcher,['Assign a member'],AB - SHOPL - Shoplifter.docx,1
SHOPL,VA,dispatcher,"['Trouble Holding Suspect', 'Assign a member', 'Suspect is Juvenile (under the age of 16)', 'Assign a member', 'Suspect has no Photo Identification', 'Assign a member', 'LPO Pressing Charges', 'Assign a member']",VA - SHOPL - Shoplifter.docx,1
SHOPL,BI,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'Assign a member']",BI - SHOPL - Shoplifter.docx,3
SHOPL,NW,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges ', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges ', 'Assign a member']",NW - SHOPL - Shoplifter.docx,3
SHOPL,RI,dispatcher,"['Adult or juvenile - Trouble holding ', ' Assign a member', 'Juvenile – No trouble holding', ' Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'Assign a member']",RI - SHOPL - Shoplifter.docx,3
SHOPL,RM,dispatcher,"['Adult or juvenile - Trouble holding ', ' Assign a member', 'Juvenile – No trouble holding', ' Assign a member', 'No Photo ID – No trouble holding', ' Assign a member', 'Adult – No trouble holding and LPO pressing charges', ' Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'Assign a member']",RM - SHOPL - Shoplifter.docx,3
SHOPL,SC,dispatcher,"['Adult or juvenile - Trouble holding', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges ', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'Assign a member']",SC - SHOPL - Shoplifter.docx,3
SHOPL,SQ,dispatcher,"['Adult or juvenile - Trouble holding ', ' Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges ', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'Assign a member']",SQ - SHOPL - Shoplifter.docx,3
SHOPL,SX,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'Assign a member']",SX - SHOPL - Shoplifter.docx,3
SHOPL,UN,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'Assign a member']",UN - SHOPL - Shoplifter.docx,3
SHOPL,WP,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'Assign a member']",WP - SHOPL - Shoplifter.docx,3
SHOPL,BU,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'If suspect has an enforceable CPIC entry or special interest to police:', 'Assign a member', 'If suspect does not have an enforceable CPIC entry including those with extensive theft histories in PRIME:', 'Advise the Watch Commander who will determine if a member is to be assigned']",BU - SHOPL - Shoplifter.docx,7
SHOPL,DE,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', ""No Photo I'D – No trouble holding"", 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'If suspect has an enforceable CPIC entry or special interest to police:', 'Assign a member', 'If suspect does not have an enforceable CPIC entry including those with extensive theft histories in PRIME:', 'Assign a member', 'If suspect is not being held', 'Clear the call in CAD in NCO’s pin']",DE - SHOPL - Shoplifter.docx,7
SHOPL,PO,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'If suspect has an enforceable CPIC entry or special interest to police:', 'Assign a member', 'If suspect does not have an enforceable CPIC entry including those with extensive theft histories in PRIME:', 'Assign a member']",PO - SHOPL - Shoplifter.docx,7
SHOPL,WV,dispatcher,"['Adult or juvenile - Trouble holding ', 'Assign a member', 'Juvenile – No trouble holding', 'Assign a member', 'No Photo ID – No trouble holding', 'Assign a member', 'Adult – No trouble holding and LPO pressing charges', 'Assign a member', 'Adult – No trouble holding and LPO not pressing charges', 'If suspect has an enforceable CPIC entry or special interest to police:', 'Assign a member', 'If suspect does not have an enforceable CPIC entry including those with extensive theft histories in PRIME:', 'Assign a member']",WV - SHOPL - Shoplifter.docx,7
ALARMH,AB,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see  – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see  – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.']",AB - ALARMH - Holdup alarm.docx,0
ALARMH,BI,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Create a call', 'Enter the business name at the beginning of the remarks', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Wait for member to come on the line and advise “false by attendance”']",BI - ALARMH - Holdup alarm.docx,0
ALARMH,BU,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.']",BU - ALARMH - Holdup alarm.docx,0
ALARMH,DE,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see  SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.']",DE - ALARMH - Holdup alarm.docx,0
ALARMH,NW,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.']",NW - ALARMH - Holdup alarm.docx,0
ALARMH,PO,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see  event SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see  event SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Stay on the line until the police provide verbal confirmation that alarm is false']",PO - ALARMH - Holdup alarm.docx,0
ALARMH,RI,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Wait for member to come on the line and advise “false by attendance” and provide their HRMIS number']",RI - ALARMH - Holdup alarm.docx,0
ALARMH,RM,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Remain on the line until member makes contact with premise staff and provides updates to dispatch over the air confirming event is false']",RM - ALARMH - Holdup alarm.docx,0
ALARMH,SC,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Wait for member to come on the line and advise “false by attendance”']",SC - ALARMH - Holdup alarm.docx,0
ALARMH,SQ,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Wait for member to come on the line and advise “false by attendance”']",SQ - ALARMH - Holdup alarm.docx,0
ALARMH,SX,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Wait for member to come on the line and advise “false by attendance”']",SX - ALARMH - Holdup alarm.docx,0
ALARMH,UN,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Wait for member to come on the line and advise “false by attendance”']",UN - ALARMH - Holdup alarm.docx,0
ALARMH,VA,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'CD the call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Advise the Central Dispatcher (CD) that this is a confirmed false alarm.', 'Add remarks “Confirmed false by phone”']",VA - ALARMH - Holdup alarm.docx,0
ALARMH,WP,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.', 'Wait for member to come on the line and advise “false by attendance”']",WP - ALARMH - Holdup alarm.docx,0
ALARMH,WV,call taker,"['Enter address given', 'Confirm if ROBBI file already exists. If that file exists add remarks to that file and see ROBBI – Robbery in Progress SOP', 'Enter business name ', 'Create a call', 'Ask alarm company to conference with the premise', 'If alarm company refuses', 'Request NCO approval to contact the premise', 'Confirmed robbery', 'Change file to ROBBI – Robbery In Progress event type and see ROBBI – Robbery In Progress SOP', 'False alarm', 'Listen for alarm company to confirm that the correct false code was given by the premise staff ', 'Add remarks “Confirmed false by phone”', 'Obtain name and physical description of person who will meet the member', 'When advised by dispatch tell the premise staff to leave the phone off the hook, exit the building and meet the member at a predetermined location.']",WV - ALARMH - Holdup alarm.docx,0
ALARMH,AB,dispatcher,"['Sound warble alert tone', 'Assign a member', 'Confirmed robbery', 'Assign a member', 'See  event type SOP', 'False alarm', 'Assign a member', 'Member will confirm false by portable radio while inside the premises', 'Detachment Alarms', 'Assign a member']",AB - ALARMH - Holdup alarm.docx,9
ALARMH,BI,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",BI - ALARMH - Holdup alarm.docx,9
ALARMH,BU,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member', 'Member will advise “False by portable” and then return to his vehicle and advise “False by car”']",BU - ALARMH - Holdup alarm.docx,9
ALARMH,DE,dispatcher,"['Sound warble alert tone', 'Assign a member', 'Confirmed robbery', 'Assign a member', 'See  event type SOP', 'False alarm', 'Assign a member', 'Member will confirm false by portable radio while inside the premises']",DE - ALARMH - Holdup alarm.docx,9
ALARMH,NW,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member', 'Member will confirm false by portable radio while inside the premises']",NW - ALARMH - Holdup alarm.docx,9
ALARMH,PO,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See  event type SOP', 'False alarm', 'Assign a member', 'Member will confirm false by portable radio while inside the premises']",PO - ALARMH - Holdup alarm.docx,9
ALARMH,RI,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",RI - ALARMH - Holdup alarm.docx,9
ALARMH,RM,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",RM - ALARMH - Holdup alarm.docx,9
ALARMH,SC,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",SC - ALARMH - Holdup alarm.docx,9
ALARMH,SQ,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",SQ - ALARMH - Holdup alarm.docx,9
ALARMH,SX,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",SX - ALARMH - Holdup alarm.docx,9
ALARMH,UN,dispatcher,"['Assign a member ', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",UN - ALARMH - Holdup alarm.docx,9
ALARMH,VA,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",VA - ALARMH - Holdup alarm.docx,9
ALARMH,WP,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member']",WP - ALARMH - Holdup alarm.docx,9
ALARMH,WV,dispatcher,"['Assign a member', 'Confirmed robbery', 'Assign a member', 'See ROBBI – Robbery in Progress event type SOP', 'False alarm', 'Assign a member', 'Member will confirm false by portable radio while inside the premises']",WV - ALARMH - Holdup alarm.docx,9
ROBBI,AB,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",AB - ROBBI - Robbery in progress.docx,1
ROBBI,BI,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",BI - ROBBI - Robbery in progress.docx,1
ROBBI,BU,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",BU - ROBBI - Robbery in progress.docx,1
ROBBI,DE,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",DE - ROBBI - Robbery in progress.docx,1
ROBBI,NW,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",NW - ROBBI - Robbery in progress.docx,1
ROBBI,PO,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",PO - ROBBI - Robbery in progress.docx,1
ROBBI,RI,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",RI - ROBBI - Robbery in progress.docx,1
ROBBI,RM,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",RM - ROBBI - Robbery in progress.docx,1
ROBBI,SC,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",SC - ROBBI - Robbery in progress.docx,1
ROBBI,SQ,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",SQ - ROBBI - Robbery in progress.docx,1
ROBBI,SX,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",SX - ROBBI - Robbery in progress.docx,1
ROBBI,UN,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any injuries?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",UN - ROBBI - Robbery in progress.docx,1
ROBBI,VA,call taker,"['Create a call', 'Questions', 'What is the time delay?', 'Were there any weapons used, seen or implied?', 'Was there a bait device involved?', 'Device description (e.g. money, phone, cigarettes)', 'Direction of travel, location, speed etc.', 'CD the call', 'Location of suspect?', 'Full description of suspect?', 'Transportation, foot, bike, vehicle or transit?', 'Is anyone chasing suspect?  Description?', 'Was anything obtained?  Where did the suspect place it?', 'Was there a note used?  If yes, advise victim not to touch it.', 'Ask to speak to victim if feasible.  Location of victim?', 'Advise staff to secure the premise and keep witnesses on scene.']",VA - ROBBI - Robbery in progress.docx,1
